objid,specObjID,distance_arcmin,IAUName,ra,dec,band,fuv_mag,nuv_mag,fuv_flux,nuv_flux,e_bv,isThereSpectrum,fuv_fwhm_world,nuv_fwhm_world
2591190603581620399,0,0.144474056708818,GALEX J004545.1+404819,11.4380823114995,40.805410561095,1,-999,22.70732,-999,2.999672,0.08681797,False,-99,0.004886441
2590873944234935721,0,0.159054635472868,GALEX J004545.0+404818,11.4377935169033,40.8051361934433,3,23.44548,23.76058,1.519876,1.137017,0.08681797,False,0.003481359,0.00212242
6449755137246232874,0,0.159156436609421,GALEX J004545.3+404819,11.4389236332739,40.805353906137,1,-999,23.14947,-999,1.996233,0.08681797,False,-99,0.002561548
2590873944232836789,0,0.213716887038556,GALEX J004544.8+404840,11.436906606456,40.8113112966177,1,-999,21.99223,-999,5.79575,0.09057135,False,-99,0.001491618
2496052061252099474,0,0.214870256238082,GALEX J004544.7+404840,11.4366002734282,40.8112936044134,1,-999,21.79296,-999,6.963306,0.09057135,False,-99,0.006160476
6457284592873247106,0,0.223934125626527,GALEX J004545.0+404841,11.4374998684748,40.8115100132036,1,-999,22.21036,-999,4.740844,0.09057135,False,-99,0.004000122
6449262556036994881,0,0.226043727163011,GALEX J004544.7+404841,11.4363520010711,40.8114436030464,1,-999,21.34683,-999,10.50187,0.09057135,False,-99,0.006530021
6449755137246232905,0,0.228149481019332,GALEX J004544.8+404841,11.4368401194336,40.8115473250407,1,-999,22.19787,-999,4.795706,0.09057135,False,-99,0.003394239
2591190603581620463,0,0.24023416574469,GALEX J004544.8+404842,11.4367770748578,40.8117441163942,1,-999,21.5655,-999,8.586151,0.09057135,False,-99,0.003123346
6372252786323620147,0,0.249670734763873,GALEX J004546.3+404825,11.4429308187779,40.807131218739,1,-999,21.36832,-999,10.29605,0.08681797,False,-99,0.002711815
2591190603583717597,0,0.254895146242963,GALEX J004546.3+404830,11.4430083470262,40.8085931158977,3,22.06268,21.2146,5.431618,11.86209,0.08681797,False,0.004570462,0.003260355
2496052061254196602,0,0.255800028598327,GALEX J004546.3+404830,11.4430674673557,40.8084242753504,3,21.71355,21.57294,7.491754,8.527539,0.08681797,False,0.004907727,0.003874175
6449755137246232904,0,0.268732880954878,GALEX J004546.4+404830,11.4433560669634,40.8084208665578,1,-999,21.39098,-999,10.08337,0.08681797,False,-99,0.004786645
2590873944234935341,0,0.26949026169687,GALEX J004546.4+404830,11.443358506488,40.8084922322816,3,21.69311,21.42215,7.634108,9.798073,0.08681797,False,0.006227592,0.00242155
6449262556036994875,0,0.278831070790525,GALEX J004546.4+404830,11.4435497554819,40.8085705153662,1,-999,21.22609,-999,11.7372,0.08681797,False,-99,0.00694435
6457284592875344217,0,0.303039590548812,GALEX J004546.5+404830,11.4441286533528,40.8083577679458,3,21.87738,21.6623,6.442407,7.853775,0.08681797,False,0.001909268,0.003715499
2590873944232838462,0,0.426271347733818,GALEX J004544.4+404803,11.4351981812728,40.8008902201366,1,-999,25.01933,-999,0.3566709,0.08681797,False,-99,0.001474842
6372252786323620165,0,0.480100193790374,GALEX J004546.1+404853,11.4421545431464,40.8149622165684,1,-999,21.54213,-999,8.772957,0.09057135,False,-99,0.002926129
6449262556036994948,0,0.511538059038952,GALEX J004546.1+404856,11.4420785296639,40.8155673884347,1,-999,20.68939,-999,19.24178,0.09057135,False,-99,0.001477312
2590873944232838235,0,0.51161119153256,GALEX J004546.1+404855,11.4421892737176,40.8155308981464,1,-999,20.75923,-999,18.04292,0.09057135,False,-99,0.001395732
2591190603581620494,0,0.513331956228641,GALEX J004546.0+404856,11.4420088238213,40.815623260701,1,-999,20.74067,-999,18.35397,0.09057135,False,-99,0.001825902
2496052061252099494,0,0.514230335738514,GALEX J004546.0+404856,11.4420086970944,40.8156396279303,1,-999,20.81113,-999,17.20078,0.09057135,False,-99,0.001601649
6372252797061041328,0,0.514676038155322,GALEX J004546.2+404855,11.4425387958493,40.8154613204805,1,-999,20.6813,-999,19.3856,0.09057135,False,-99,0.004031507
6449755137246232932,0,0.518275573304363,GALEX J004546.1+404856,11.4422474297394,40.815632907564,1,-999,20.8478,-999,16.62957,0.09057135,False,-99,0.002373623
6457284592873247126,0,0.528650701471582,GALEX J004546.2+404856,11.4428353922925,40.8156087612642,1,-999,20.72567,-999,18.60931,0.09057135,False,-99,0.002423432
2590873944232838233,0,0.565903493379903,GALEX J004542.3+404843,11.4263562358329,40.8119987193546,1,-999,23.61135,-999,1.304546,0.09057135,False,-99,0.003056759
6372252797061041293,0,0.688087409636276,GALEX J004547.7+404801,11.4490859008715,40.8003881782128,1,-999,21.46704,-999,9.401215,0.08681797,False,-99,0.00266302
6449755137246232812,0,0.733222862294492,GALEX J004544.2+404744,11.4343128734282,40.7957979113706,1,-999,23.34533,-999,1.66674,0.08473422,False,-99,0.001990389
2590873944232837741,0,0.75262916631995,GALEX J004545.6+404912,11.4402888748618,40.8201427389796,1,-999,24.3283,-999,0.6740278,0.09057135,False,-99,0.003564618
6449262556036994664,0,0.752790741114439,GALEX J004544.1+404743,11.434018939883,40.795511102368,1,-999,22.74755,-999,2.89053,0.08473422,False,-99,0.003840515
2590873944232837469,0,0.753690960069848,GALEX J004544.1+404743,11.4341163316895,40.7954801709778,1,-999,23.19272,-999,1.918275,0.08473422,False,-99,0.002275818
2591190603581620315,0,0.756466391316718,GALEX J004544.1+404743,11.4341364920161,40.7954297685084,1,-999,22.88264,-999,2.552366,0.08473422,False,-99,0.003498441
2591190603581620464,0,0.757002710961148,GALEX J004545.6+404912,11.4403935896483,40.8202029716831,1,-999,23.12878,-999,2.034636,0.09057135,False,-99,0.004244942
6449262556036994843,0,0.789160613371992,GALEX J004541.4+404853,11.4227847893203,40.8147742151115,1,-999,23.39775,-999,1.588178,0.0905407,False,-99,0.002834292
2590873944232836749,0,0.803188011723804,GALEX J004541.3+404851,11.4221512485194,40.814429330336,1,-999,24.79529,-999,0.4384139,0.0905407,False,-99,0.00215724
2590873944233891439,0,0.835312819496462,GALEX J004540.6+404820,11.4193201877292,40.8056650320838,2,24.16122,-999,0.7861683,-999,0.0905407,False,0.002564731,-99
2590873944232836840,0,0.837925086844599,GALEX J004540.6+404820,11.4192726175023,40.8056131881546,1,-999,24.30384,-999,0.6893848,0.0905407,False,-99,0.003640355
6449262556036994687,0,0.873267165193702,GALEX J004541.3+404756,11.4222259509357,40.7989371331205,1,-999,23.67735,-999,1.22761,0.0905407,False,-99,0.002250575
6449755137246232872,0,0.882861230634835,GALEX J004549.6+404828,11.4569389143784,40.8079436153776,1,-999,23.81106,-999,1.085366,0.08681797,False,-99,0.002512841
6449262556036994899,0,0.89581793071209,GALEX J004547.2+404915,11.4469108451284,40.8208997021474,1,-999,23.65337,-999,1.255021,0.09057135,False,-99,0.002535838
2590873944232838561,0,0.907361733630398,GALEX J004542.2+404743,11.4260033055629,40.79541014339,1,-999,24.21777,-999,0.7462644,0.08473422,False,-99,0.002537553
6449262556036994930,0,0.918770887581417,GALEX J004542.9+404918,11.4290865505872,40.821703938183,1,-999,23.08568,-999,2.117037,0.09057135,False,-99,0.003833206
6372252797061041272,0,0.920169963342587,GALEX J004543.5+404735,11.4316022499708,40.7931058354719,1,-999,21.77316,-999,7.091435,0.08473422,False,-99,0.002130348
2496052061252099343,0,0.922974175799617,GALEX J004540.7+404801,11.4195999995916,40.8004943482374,1,-999,23.48467,-999,1.465992,0.0905407,False,-99,0.003337438
6449755137246232940,0,0.928245660505238,GALEX J004542.9+404918,11.4289271735352,40.8218222957597,1,-999,23.08468,-999,2.118979,0.09057135,False,-99,0.003461487
2496052061254196702,0,0.929204236780551,GALEX J004542.9+404918,11.4291408638412,40.8219133915852,3,22.5196,22.86232,3.565832,2.600597,0.09057135,False,0.003801951,0.004069667
2591190603581620339,0,0.929230765729411,GALEX J004540.7+404800,11.4196199082835,40.8002495083336,1,-999,23.60906,-999,1.307304,0.0905407,False,-99,0.002520274
