objid,specObjID,distance_arcmin,IAUName,ra,dec,band,fuv_mag,nuv_mag,fuv_flux,nuv_flux,e_bv,isThereSpectrum,fuv_fwhm_world,nuv_fwhm_world
2590873944233891644,0,0.109682040128121,GALEX J004516.0+405532,11.3166763037751,40.9257337278097,2,23.65757,-999,1.250187,-999,0.09068515,False,0.001923288,-99
6449262556036995770,0,0.1169720386442,GALEX J004515.5+405537,11.3147077663773,40.9272066758939,1,-999,18.15835,-999,197.9979,0.09068515,False,-99,0.001343253
6457284592873247972,0,0.119806863506331,GALEX J004515.5+405538,11.314787388245,40.9272448676565,1,-999,18.1537,-999,198.8465,0.09068515,False,-99,0.001480864
2590873944232837078,0,0.121636279143248,GALEX J004515.5+405538,11.3147634852945,40.9272788280722,1,-999,18.19137,-999,192.0671,0.09068515,False,-99,0.001645217
6372252786323620620,0,0.122572168388373,GALEX J004515.5+405538,11.3147866515462,40.9272917304488,1,-999,18.27763,-999,177.397,0.09068515,False,-99,0.001889633
2591190603581621696,0,0.122790928227885,GALEX J004515.5+405538,11.3146432758721,40.9273108508804,1,-999,18.19782,-999,190.9288,0.09068515,False,-99,0.001421316
2495840955019560094,0,0.122849303421855,GALEX J004515.4+405538,11.3145146978558,40.9273206755617,1,-999,18.22104,-999,186.8896,0.09068515,False,-99,0.001599066
6449755137246233575,0,0.123138538804627,GALEX J004515.5+405538,11.314624806634,40.9273182369821,1,-999,18.22216,-999,186.6961,0.09068515,False,-99,0.001301443
2496052061252100313,0,0.123171644138304,GALEX J004515.5+405538,11.3146590280161,40.9273158361801,1,-999,18.19607,-999,191.2369,0.09068515,False,-99,0.00128084
6449227371664901038,0,0.127705830089062,GALEX J004515.5+405538,11.3149205034785,40.9273594602147,1,-999,18.25604,-999,180.9602,0.09068515,False,-99,0.002832283
2590838759860734357,0,0.129072946174211,GALEX J004515.5+405538,11.3145839255155,40.9274206453325,1,-999,18.22683,-999,185.8948,0.09068515,False,-99,0.001895675
6449719952874143942,0,0.140557298357796,GALEX J004515.4+405539,11.3145311228359,40.9276156280306,1,-999,18.26068,-999,180.1888,0.09068515,False,-99,0.00169655
2590838759860733865,0,0.428661983140135,GALEX J004515.8+405505,11.316149937981,40.9182665122281,1,-999,23.42324,-999,1.551322,0.09068515,False,-99,0.003772594
2590873944232838614,0,0.441018870313622,GALEX J004515.8+405505,11.3161467558888,40.9180563107616,1,-999,23.58182,-999,1.340512,0.09068515,False,-99,0.002470331
2591190603581621421,0,0.455293817444467,GALEX J004515.6+405503,11.3152629659304,40.9177221295328,1,-999,23.6491,-999,1.259972,0.09068515,False,-99,0.004808657
6449192187292811528,0,0.694357007691822,GALEX J004514.7+405611,11.3113830643667,40.936633716473,1,-999,23.03994,-999,2.208121,0.09068515,False,-99,0.002591696
6449262556036995918,0,0.711355101449828,GALEX J004514.5+405612,11.3105023096452,40.936774978823,1,-999,22.11934,-999,5.155432,0.09068515,False,-99,0.00234392
6449227371664900985,0,0.712886297749727,GALEX J004514.5+405612,11.310724778983,40.9368422102394,1,-999,22.13624,-999,5.075802,0.09068515,False,-99,0.004717949
2590873944232837083,0,0.714201995570301,GALEX J004514.4+405612,11.3103851412514,40.9368013501168,1,-999,22.16106,-999,4.961066,0.09068515,False,-99,0.001797928
2590838759860734185,0,0.714974011778595,GALEX J004514.4+405612,11.3103625470972,40.9368102138091,1,-999,21.96675,-999,5.933353,0.09068515,False,-99,0.002149337
2495840955019560069,0,0.718612555293518,GALEX J004514.5+405612,11.3104568635779,40.9368910664643,1,-999,22.41957,-999,3.909968,0.09068515,False,-99,0.003711205
2591190603581621331,0,0.721170716600334,GALEX J004517.2+405453,11.3220193264542,40.9147545185701,1,-999,24.7874,-999,0.4416092,0.09068515,False,-99,0.002223656
2591190603581621626,0,0.723711044700243,GALEX J004514.4+405612,11.3102308713969,40.9369346193192,1,-999,22.08525,-999,5.319826,0.09068515,False,-99,0.00150051
2496052061252100913,0,0.726832304641494,GALEX J004514.4+405613,11.3103109695034,40.9370042888445,1,-999,22.09116,-999,5.290972,0.09068515,False,-99,0.00304578
6449755137246233564,0,0.728303176539696,GALEX J004514.4+405613,11.3102839868806,40.937024321295,1,-999,22.09117,-999,5.290909,0.09068515,False,-99,0.001801745
6372252786323620627,0,0.732724935281884,GALEX J004514.4+405613,11.3103630622534,40.9371157585549,1,-999,21.79902,-999,6.924518,0.09068515,False,-99,0.001629576
6449719952874143908,0,0.737268852020823,GALEX J004514.4+405613,11.3100646658189,40.9371348424368,1,-999,22.13822,-999,5.066541,0.09068515,False,-99,0.004511135
