objid,specObjID,distance_arcmin,IAUName,ra,dec,band,fuv_mag,nuv_mag,fuv_flux,nuv_flux,e_bv,isThereSpectrum,fuv_fwhm_world,nuv_fwhm_world
6449403293527445796,0,0,GALEX J003749.9+410247,9.45814138050121,41.0465047190892,3,17.96554,17.40129,236.4753,397.6342,0.08384496,False,0.009224323,0.008434559
2495946508137928048,3138661632107877744,0.00211749048372432,GALEX J003749.9+410247,9.45810400250318,41.0464834861997,3,17.8347,17.53915,266.761,350.2175,0.08384496,True,0.009632242,0.006144139
6457249408503254235,0,0.00345136092755676,GALEX J003749.9+410247,9.45819877131986,41.0465426065148,3,17.89295,17.58792,252.8262,334.8353,0.08384496,False,0.01056864,0.006712479
6449508846641612009,0,0.00543192760551796,GALEX J003749.9+410247,9.45821172014531,41.046578080677,1,-999,17.5797,-999,337.3787,0.08384496,False,-99,0.007511078
2496509458091344372,0,0.0148453891279868,GALEX J003750.0+410246,9.45841851348796,41.0463723027542,3,17.86105,17.50291,260.3657,362.1056,0.08384496,False,0.009326879,0.005828804
6449438477897434264,0,0.0156559859695414,GALEX J003749.9+410248,9.45828061475425,41.0467435906033,1,-999,17.60107,-999,330.8045,0.08384496,False,-99,0.007283504
6449473662269522130,0,0.0156996148827124,GALEX J003749.9+410248,9.4579645790688,41.0467298561854,1,-999,17.53825,-999,350.5092,0.08384496,False,-99,0.007235316
2495981692510016002,0,0.0165912706271168,GALEX J003750.0+410248,9.45842749753316,41.0466776406055,3,17.90405,17.60487,250.2539,329.6487,0.08384496,False,0.009897393,0.007173341
6372252787399461681,0,0.0171945894562768,GALEX J003750.0+410246,9.45831709126696,41.0462506221295,3,18.05104,17.87134,218.5674,257.9081,0.08384496,False,0.005733056,0.01100303
2495876139392700942,0,0.0223342920696517,GALEX J003750.0+410247,9.45863167827789,41.0465475046982,2,17.8314,-999,267.5738,-999,0.08384496,False,0.008441281,-99
2591014681723274773,0,0.0268793720975782,GALEX J003750.0+410247,9.45872737009257,41.0464313457911,3,17.86353,17.65565,259.7693,314.5867,0.08384496,False,0.008137467,0.005045952
2590979497351197121,0,0.051953509742954,GALEX J003750.0+410250,9.45854869211811,41.047314291325,3,17.89465,18.27838,252.43,177.2754,0.08384496,False,0.008908296,0.004842992
2590979497349099747,0,0.100212883337226,GALEX J003750.1+410241,9.45879939477244,41.0449099344217,1,-999,18.88591,-999,101.306,0.08384496,False,-99,0.002880913
2590979497349100016,0,0.343131671039798,GALEX J003748.2+410255,9.45110739950098,41.0486412323096,1,-999,20.20155,-999,30.15654,0.08384496,False,-99,0.008100859
2590979497349100409,0,0.372129426769534,GALEX J003751.0+410306,9.46269233789173,41.0516707134764,1,-999,19.59704,-999,52.62381,0.08384496,False,-99,0.01447615
